,Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
55368,2019,06,Ontario,,Total (house and land),"Index, 201612=100",104.7,,1
55371,2019,06,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",112.5,,1
55374,2019,06,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.7,,1
55377,2019,06,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.6,,1
55380,2019,06,Hamilton, Ontario,Total (house and land),"Index, 201612=100",104.6,,1
55383,2019,06,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.7,,1
55386,2019,06,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",104.5,,1
55389,2019,06,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.5,,1
55392,2019,06,London, Ontario,Total (house and land),"Index, 201612=100",113.2,,1
55395,2019,06,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.7,,1
55398,2019,06,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.0,,1
55401,2019,06,Prairie Region,,Total (house and land),"Index, 201612=100",98.5,,1
55404,2019,06,Manitoba,,Total (house and land),"Index, 201612=100",104.4,,1
55407,2019,06,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.4,,1
55410,2019,06,Saskatchewan,,Total (house and land),"Index, 201612=100",96.8,,1
55413,2019,06,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.7,,1
55416,2019,06,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",96.9,,1
55419,2019,06,Alberta,,Total (house and land),"Index, 201612=100",98.0,,1
55422,2019,06,Calgary, Alberta,Total (house and land),"Index, 201612=100",97.4,,1
55425,2019,06,Edmonton, Alberta,Total (house and land),"Index, 201612=100",98.6,,1
55428,2019,06,British Columbia,,Total (house and land),"Index, 201612=100",106.8,,1
55431,2019,06,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.3,,1
55434,2019,06,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.8,,1
55437,2019,06,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.0,,1
55440,2019,07,Canada,,Total (house and land),"Index, 201612=100",102.9,,1
55443,2019,07,Atlantic Region,,Total (house and land),"Index, 201612=100",100.4,,1
55446,2019,07,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.1,,1
55449,2019,07,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.1,,1
55458,2019,07,Nova Scotia,,Total (house and land),"Index, 201612=100",102.7,,1
55461,2019,07,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.7,,1
55464,2019,07,New Brunswick,,Total (house and land),"Index, 201612=100",101.6,,1
55467,2019,07,Saint John, Fredericton,Total (house and land),"Index, 201612=100",101.6,,1
55470,2019,07,Quebec,,Total (house and land),"Index, 201612=100",105.4,,1
55473,2019,07,Québec, Quebec,Total (house and land),"Index, 201612=100",100.7,,1
55476,2019,07,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
55479,2019,07,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.6,,1
55482,2019,07,Montréal, Quebec,Total (house and land),"Index, 201612=100",107.3,,1
55485,2019,07,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",104.6,,1
55488,2019,07,Ontario,,Total (house and land),"Index, 201612=100",104.5,,1
55491,2019,07,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",113.5,,1
55494,2019,07,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.7,,1
55497,2019,07,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.0,,1
55500,2019,07,Hamilton, Ontario,Total (house and land),"Index, 201612=100",104.7,,1
55503,2019,07,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.6,,1
55506,2019,07,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",104.4,,1
55509,2019,07,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.8,,1
55512,2019,07,London, Ontario,Total (house and land),"Index, 201612=100",113.4,,1
55515,2019,07,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.5,,1
55518,2019,07,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.3,,1
55521,2019,07,Prairie Region,,Total (house and land),"Index, 201612=100",98.2,,1
55524,2019,07,Manitoba,,Total (house and land),"Index, 201612=100",104.7,,1
55527,2019,07,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.7,,1
55530,2019,07,Saskatchewan,,Total (house and land),"Index, 201612=100",96.7,,1
55533,2019,07,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.5,,1
55536,2019,07,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",96.8,,1
55539,2019,07,Alberta,,Total (house and land),"Index, 201612=100",97.6,,1
55542,2019,07,Calgary, Alberta,Total (house and land),"Index, 201612=100",97.4,,1
55545,2019,07,Edmonton, Alberta,Total (house and land),"Index, 201612=100",97.8,,1
55548,2019,07,British Columbia,,Total (house and land),"Index, 201612=100",106.4,,1
55551,2019,07,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.4,,1
55554,2019,07,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.3,,1
55557,2019,07,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.0,,1
55560,2019,08,Canada,,Total (house and land),"Index, 201612=100",103.0,,1
55563,2019,08,Atlantic Region,,Total (house and land),"Index, 201612=100",100.4,,1
55566,2019,08,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",96.9,,1
55569,2019,08,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",96.9,,1
55578,2019,08,Nova Scotia,,Total (house and land),"Index, 201612=100",102.5,,1
55581,2019,08,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.5,,1
55584,2019,08,New Brunswick,,Total (house and land),"Index, 201612=100",102.1,,1
55587,2019,08,Saint John, Fredericton,Total (house and land),"Index, 201612=100",102.1,,1
55590,2019,08,Quebec,,Total (house and land),"Index, 201612=100",106.3,,1
55593,2019,08,Québec, Quebec,Total (house and land),"Index, 201612=100",100.6,,1
55596,2019,08,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",103.5,,1
55599,2019,08,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",102.1,,1
55602,2019,08,Montréal, Quebec,Total (house and land),"Index, 201612=100",108.5,,1
55605,2019,08,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",104.5,,1
55608,2019,08,Ontario,,Total (house and land),"Index, 201612=100",104.5,,1
55611,2019,08,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",114.1,,1
55614,2019,08,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.3,,1
55617,2019,08,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.0,,1
55620,2019,08,Hamilton, Ontario,Total (house and land),"Index, 201612=100",104.6,,1
55623,2019,08,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.2,,1
55626,2019,08,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",106.0,,1
55629,2019,08,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.8,,1
55632,2019,08,London, Ontario,Total (house and land),"Index, 201612=100",113.4,,1
55635,2019,08,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.6,,1
55638,2019,08,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.7,,1
55641,2019,08,Prairie Region,,Total (house and land),"Index, 201612=100",98.3,,1
55644,2019,08,Manitoba,,Total (house and land),"Index, 201612=100",104.7,,1
55647,2019,08,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.7,,1
55650,2019,08,Saskatchewan,,Total (house and land),"Index, 201612=100",96.5,,1
55653,2019,08,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.5,,1
55656,2019,08,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",96.5,,1
55659,2019,08,Alberta,,Total (house and land),"Index, 201612=100",97.7,,1
55662,2019,08,Calgary, Alberta,Total (house and land),"Index, 201612=100",97.4,,1
55665,2019,08,Edmonton, Alberta,Total (house and land),"Index, 201612=100",97.9,,1
55668,2019,08,British Columbia,,Total (house and land),"Index, 201612=100",106.4,,1
55671,2019,08,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.3,,1
55674,2019,08,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.3,,1
55677,2019,08,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.1,,1
55680,2019,09,Canada,,Total (house and land),"Index, 201612=100",103.2,,1
55683,2019,09,Atlantic Region,,Total (house and land),"Index, 201612=100",100.7,,1
55686,2019,09,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.0,,1
55689,2019,09,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.0,,1
55698,2019,09,Nova Scotia,,Total (house and land),"Index, 201612=100",102.5,,1
55701,2019,09,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.5,,1
55704,2019,09,New Brunswick,,Total (house and land),"Index, 201612=100",102.5,,1
55707,2019,09,Saint John, Fredericton,Total (house and land),"Index, 201612=100",102.5,,1
55710,2019,09,Quebec,,Total (house and land),"Index, 201612=100",106.8,,1
55713,2019,09,Québec, Quebec,Total (house and land),"Index, 201612=100",100.6,,1
55716,2019,09,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",103.4,,1
55719,2019,09,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",103.1,,1
55722,2019,09,Montréal, Quebec,Total (house and land),"Index, 201612=100",109.2,,1
55725,2019,09,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",104.9,,1
55728,2019,09,Ontario,,Total (house and land),"Index, 201612=100",105.0,,1
55731,2019,09,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",115.2,,1
55734,2019,09,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.7,,1
55737,2019,09,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.3,,1
55740,2019,09,Hamilton, Ontario,Total (house and land),"Index, 201612=100",104.8,,1
55743,2019,09,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.5,,1
55746,2019,09,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",107.6,,1
55749,2019,09,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.8,,1
55752,2019,09,London, Ontario,Total (house and land),"Index, 201612=100",114.1,,1
55755,2019,09,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.7,,1
55758,2019,09,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.7,,1
55761,2019,09,Prairie Region,,Total (house and land),"Index, 201612=100",98.3,,1
55764,2019,09,Manitoba,,Total (house and land),"Index, 201612=100",104.9,,1
55767,2019,09,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.9,,1
55770,2019,09,Saskatchewan,,Total (house and land),"Index, 201612=100",96.7,,1
55773,2019,09,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.6,,1
55776,2019,09,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",96.7,,1
55779,2019,09,Alberta,,Total (house and land),"Index, 201612=100",97.7,,1
55782,2019,09,Calgary, Alberta,Total (house and land),"Index, 201612=100",97.2,,1
55785,2019,09,Edmonton, Alberta,Total (house and land),"Index, 201612=100",98.1,,1
55788,2019,09,British Columbia,,Total (house and land),"Index, 201612=100",106.0,,1
55791,2019,09,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.0,,1
55794,2019,09,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.7,,1
55797,2019,09,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.5,,1
55800,2019,10,Canada,,Total (house and land),"Index, 201612=100",103.3,,1
55803,2019,10,Atlantic Region,,Total (house and land),"Index, 201612=100",100.7,,1
55806,2019,10,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.3,,1
55809,2019,10,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.3,,1
55818,2019,10,Nova Scotia,,Total (house and land),"Index, 201612=100",102.5,,1
55821,2019,10,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.5,,1
55824,2019,10,New Brunswick,,Total (house and land),"Index, 201612=100",102.5,,1
55827,2019,10,Saint John, Fredericton,Total (house and land),"Index, 201612=100",102.5,,1
55830,2019,10,Quebec,,Total (house and land),"Index, 201612=100",107.5,,1
55833,2019,10,Québec, Quebec,Total (house and land),"Index, 201612=100",100.6,,1
55836,2019,10,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",103.4,,1
55839,2019,10,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",103.1,,1
55842,2019,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",110.1,,1
55845,2019,10,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",105.9,,1
55848,2019,10,Ontario,,Total (house and land),"Index, 201612=100",105.2,,1
55851,2019,10,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",116.2,,1
55854,2019,10,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.1,,1
55857,2019,10,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.4,,1
55860,2019,10,Hamilton, Ontario,Total (house and land),"Index, 201612=100",104.3,,1
55863,2019,10,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",107.1,,1
55866,2019,10,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",107.7,,1
55869,2019,10,Guelph, Ontario,Total (house and land),"Index, 201612=100",106.6,,1
55872,2019,10,London, Ontario,Total (house and land),"Index, 201612=100",114.3,,1
55875,2019,10,Windsor, Ontario,Total (house and land),"Index, 201612=100",107.3,,1
55878,2019,10,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.7,,1
55881,2019,10,Prairie Region,,Total (house and land),"Index, 201612=100",98.2,,1
55884,2019,10,Manitoba,,Total (house and land),"Index, 201612=100",105.0,,1
55887,2019,10,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",105.0,,1
55890,2019,10,Saskatchewan,,Total (house and land),"Index, 201612=100",96.8,,1
55893,2019,10,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.5,,1
55896,2019,10,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",96.9,,1
55899,2019,10,Alberta,,Total (house and land),"Index, 201612=100",97.5,,1
55902,2019,10,Calgary, Alberta,Total (house and land),"Index, 201612=100",97.0,,1
55905,2019,10,Edmonton, Alberta,Total (house and land),"Index, 201612=100",97.8,,1
55908,2019,10,British Columbia,,Total (house and land),"Index, 201612=100",105.8,,1
55911,2019,10,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.3,,1
55914,2019,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.4,,1
55917,2019,10,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.5,,1
55920,2019,11,Canada,,Total (house and land),"Index, 201612=100",103.2,,1
55923,2019,11,Atlantic Region,,Total (house and land),"Index, 201612=100",100.8,,1
55926,2019,11,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.4,,1
55929,2019,11,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.4,,1
55938,2019,11,Nova Scotia,,Total (house and land),"Index, 201612=100",102.5,,1
55941,2019,11,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.5,,1
55944,2019,11,New Brunswick,,Total (house and land),"Index, 201612=100",102.5,,1
55947,2019,11,Saint John, Fredericton,Total (house and land),"Index, 201612=100",102.5,,1
55950,2019,11,Quebec,,Total (house and land),"Index, 201612=100",108.4,,1
55953,2019,11,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
55956,2019,11,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",103.4,,1
55959,2019,11,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",103.1,,1
55962,2019,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",111.3,,1
55965,2019,11,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",105.9,,1
55968,2019,11,Ontario,,Total (house and land),"Index, 201612=100",105.3,,1
55971,2019,11,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",117.3,,1
55974,2019,11,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.1,,1
55977,2019,11,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.3,,1
55980,2019,11,Hamilton, Ontario,Total (house and land),"Index, 201612=100",104.4,,1
55983,2019,11,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",107.0,,1
55986,2019,11,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",107.8,,1
55989,2019,11,Guelph, Ontario,Total (house and land),"Index, 201612=100",107.0,,1
55992,2019,11,London, Ontario,Total (house and land),"Index, 201612=100",114.4,,1
55995,2019,11,Windsor, Ontario,Total (house and land),"Index, 201612=100",107.6,,1
55998,2019,11,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.9,,1
56001,2019,11,Prairie Region,,Total (house and land),"Index, 201612=100",97.7,,1
